date,SPY,QQQ,DIA,EWH,TLT,IEF,UUP,GLD,USO,^VIX
2024-09-05,536.8997802734375,456.2551574707031,396.04278564453125,14.621236801147461,91.2049331665039,90.96656799316406,26.035720825195312,232.35000610351562,69.88999938964844,
2024-09-06,527.8636474609375,444.03326416015625,392.17401123046875,14.465787887573242,91.19578552246094,91.09623718261719,26.072729110717773,230.6300048828125,68.93000030517578,
2024-09-09,533.7737426757812,449.7433776855469,396.6148376464844,14.557228088378906,91.58963775634766,91.22589874267578,26.183753967285156,231.60000610351562,69.2699966430664,19.450000762939453
2024-09-10,536.0986938476562,453.8997802734375,395.8489074707031,14.374348640441895,92.2308578491211,91.61489868164062,26.19300651550293,232.6199951171875,66.95999908447266,19.079999923706055
2024-09-11,541.5985107421875,463.7564392089844,396.82806396484375,14.410924911499023,92.15756225585938,91.550048828125,26.220766067504883,232.25,67.8499984741211,17.690000534057617
2024-09-12,546.1605834960938,468.3086853027344,399.44610595703125,14.557228088378906,91.72705841064453,91.40186309814453,26.109737396240234,236.3300018310547,69.88999938964844,17.06999969482422
2024-09-13,549.0130615234375,470.4067077636719,402.3257751464844,14.593803405761719,91.97438049316406,91.57783508300781,26.072729110717773,238.67999267578125,69.83999633789062,16.559999465942383
2024-09-16,549.8237915039062,468.3284606933594,404.69158935546875,14.67609977722168,92.81706237792969,91.81864929199219,25.989459991455078,238.66000366210938,70.87999725341797,17.139999389648438
2024-09-17,550.0485229492188,468.5758972167969,404.5751953125,14.88641357421875,92.36823272705078,91.65191650390625,26.072729110717773,237.33999633789062,71.72000122070312,17.610000610351562
2024-09-18,548.4171752929688,466.54718017578125,403.5377502441406,14.79497241973877,91.22325897216797,91.25367736816406,26.100486755371094,235.50999450683594,70.66000366210938,18.229999542236328
2024-09-19,557.7755737304688,478.3434143066406,408.59906005859375,15.261317253112793,90.92096710205078,91.17960357666016,25.989459991455078,239.1699981689453,72.75,16.329999923706055
